pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_teff,st_mass,st_rad,sy_dist,sy_gaiamag,ra,dec
Kepler-1355 b,Kepler-1355,1,Transit,2016.0,Space,Kepler,1.289588112,0.0224,1.46,0.13025248,2.73,0.00859,0.0,5352.0,0.88,0.83,911.269,15.452,283.7414249,49.0679833
Kepler-1356 b,Kepler-1356,1,Transit,2016.0,Space,Kepler,0.634002937,0.0136,1.53,0.13649746,2.96,0.0093,0.0,5106.0,0.82,0.78,845.228,15.7195,290.9953825,43.2438792
Kepler-1357 b,Kepler-1357,1,Transit,2016.0,Space,Kepler,3.0091324,0.041,1.28,0.11419395,2.18,0.00687,0.0,5597.0,0.93,0.9,1015.69,15.2205,291.5480665,50.3532584
Kepler-1358 b,Kepler-1358,1,Transit,2016.0,Space,Kepler,7.06317341,0.0656,1.12,0.09991971,1.46,0.00459,0.0,5181.0,0.82,0.79,546.998,14.5403,286.1705469,43.0089
Kepler-1359 b,Kepler-1359,1,Transit,2016.0,Space,Kepler,59.4970952,0.26657,2.83,0.25247569,8.4,0.0264,0.0,4709.0,0.78,0.72,614.859,15.7534,289.538818,41.8928154
Kepler-136 b,Kepler-136,2,Transit,2014.0,Space,Kepler,11.5789,0.106,2.05,0.183,19.8,0.062,0.0,6165.0,1.204,1.355,420.818,11.7544,296.4673039,42.5987984
Kepler-136 c,Kepler-136,2,Transit,2014.0,Space,Kepler,16.399235,0.133,1.99,0.178,4.62,0.0145,0.0,6165.0,1.204,1.355,420.818,11.7544,296.4673039,42.5987984
Kepler-1360 b,Kepler-1360,1,Transit,2016.0,Space,Kepler,40.5286413,0.2866,3.4,0.30332768,11.5,0.0361,0.0,6778.0,1.51,1.83,1516.27,13.8804,300.3440482,45.6231826
Kepler-1361 b,Kepler-1361,1,Transit,2016.0,Space,Kepler,3.57554956,0.04304,0.86,0.07672406,0.566,0.00178,0.0,5131.0,0.83,0.79,389.143,13.9169,283.5653603,46.9042278
Kepler-1362 b,Kepler-1362,1,Transit,2016.0,Space,Kepler,136.205626,0.4626,2.6,0.23195646,7.27,0.0229,0.0,4857.0,0.8,0.74,731.298,15.8246,288.5385574,40.8771276
Kepler-1363 b,Kepler-1363,1,Transit,2016.0,Space,Kepler,2.94194094,0.0363,1.25,0.11151753,2.1,0.0066,0.0,4839.0,0.76,0.72,541.714,15.2923,296.9964872,49.2563228
Kepler-1364 b,Kepler-1364,1,Transit,2016.0,Space,Kepler,13.32196237,0.1284,2.15,0.19181015,5.27,0.0166,0.0,6805.0,1.49,1.79,1056.9,13.1858,295.1521334,49.5876179
Kepler-1365 b,Kepler-1365,2,Transit,2016.0,Space,Kepler,7.69993485,0.07839,0.92,0.0820769,0.721,0.00227,0.0,5770.0,1.0,1.05,840.128,13.3798,292.1996573,42.0459944
Kepler-1365 c,Kepler-1365,2,Transit,2016.0,Space,Kepler,4.77468005,0.05701,0.8,0.07137122,0.437,0.00137,0.0,5770.0,1.0,1.05,840.128,13.3798,292.1996573,42.0459944
Kepler-1366 b,Kepler-1366,1,Transit,2016.0,Space,Kepler,2.164570968,0.0273,1.43,0.12757605,2.63,0.00829,0.0,4070.0,0.62,0.6,465.826,15.8887,285.0648845,41.5548464
Kepler-1367 b,Kepler-1367,1,Transit,2016.0,Space,Kepler,1.574090272,0.0236,0.92,0.0820769,0.721,0.00227,0.0,4106.0,0.62,0.6,401.484,15.5576,288.4166786,47.8787308
Kepler-1368 b,Kepler-1368,1,Transit,2016.0,Space,Kepler,0.675649486,0.0153,1.65,0.14720314,3.36,0.0106,0.0,5906.0,1.07,1.08,1635.82,15.8729,294.7669795,41.6446434
Kepler-1369 b,Kepler-1369,1,Transit,2016.0,Space,Kepler,25.873148,0.1741,2.69,0.23998573,7.7,0.0242,0.0,5761.0,0.99,0.99,1236.56,15.3498,285.7972604,40.9361923
Kepler-137 b,Kepler-137,2,Transit,2014.0,Space,Kepler,8.436387,0.077,1.47,0.131,2.76,0.00869,0.0,5187.0,0.85,0.802,302.979,12.9414,282.1355875,43.0391951
Kepler-137 c,Kepler-137,2,Transit,2014.0,Space,Kepler,18.735753,0.13,1.88,0.168,4.19,0.0132,0.0,5187.0,0.85,0.802,302.979,12.9414,282.1355875,43.0391951
Kepler-1370 b,Kepler-1370,2,Transit,2016.0,Space,Kepler,20.2641684,0.15763,1.84,0.1641538,4.04,0.0127,0.0,6202.0,1.19,1.29,1004.1,13.6743,284.5656897,41.7784781
Kepler-1370 c,Kepler-1370,2,Transit,2016.0,Space,Kepler,7.44142113,0.08084,1.27,0.11330181,2.15,0.00678,0.0,6202.0,1.19,1.29,1004.1,13.6743,284.5656897,41.7784781
Kepler-1371 b,Kepler-1371,2,Transit,2016.0,Space,Kepler,3.4462039,0.04214,0.73,0.06512624,0.315,0.00099,0.0,5361.0,0.87,0.83,515.334,13.8344,288.8314251,47.5519753
Kepler-1371 c,Kepler-1371,2,Transit,2016.0,Space,Kepler,2.00541269,0.02937,0.64,0.05709698,0.196,0.000618,0.0,5361.0,0.87,0.83,515.334,13.8344,288.8314251,47.5519753
Kepler-1372 b,Kepler-1372,1,Transit,2016.0,Space,Kepler,1.311555568,0.024,1.27,0.11330181,2.15,0.00678,0.0,5677.0,0.98,0.97,1303.22,15.3493,288.8865895,44.8394672
Kepler-1373 b,Kepler-1373,1,Transit,2016.0,Space,Kepler,1.29123275,0.02598,1.16,0.10348827,1.65,0.00521,0.0,6299.0,1.22,1.33,1699.46,14.0717,285.7520229,39.2491731
Kepler-1374 b,Kepler-1374,1,Transit,2016.0,Space,Kepler,10.65276707,0.0918,2.29,0.20430012,5.86,0.0184,0.0,5323.0,0.85,0.81,1078.46,15.93,291.3499783,45.1722521
Kepler-1375 b,Kepler-1375,1,Transit,2016.0,Space,Kepler,3.3004192,0.0471,1.74,0.1552324,3.68,0.0116,0.0,6704.0,1.47,1.78,1430.84,13.7103,296.2935173,43.4032189
Kepler-1376 b,Kepler-1376,1,Transit,2016.0,Space,Kepler,5.30880656,0.0598,1.05,0.09367473,1.16,0.00364,0.0,5659.0,0.98,0.97,868.056,14.6721,286.9584368,42.541409
Kepler-1377 b,Kepler-1377,1,Transit,2016.0,Space,Kepler,0.740928422,0.0153,1.25,0.11151753,2.1,0.0066,0.0,5218.0,0.86,0.82,1146.1,15.8887,289.1954229,46.6516055
Kepler-1378 b,Kepler-1378,1,Transit,2016.0,Space,Kepler,11.95398936,0.0885,2.2,0.19627085,5.48,0.0172,0.0,4407.0,0.7,0.67,506.434,16.0538,297.373403,40.3663986
Kepler-1379 b,Kepler-1379,1,Transit,2016.0,Space,Kepler,0.881841146,0.0171,1.3,0.11597823,2.24,0.00705,0.0,5188.0,0.83,0.79,971.325,15.8526,293.6704404,41.4102105
Kepler-138 b,Kepler-138,4,Transit,2014.0,Space,Kepler,10.3134,0.0753,0.64,0.05709707,0.07,0.00022024,0.02,3841.0,0.535,0.535,66.8624,12.4715,290.3814122,43.2930645
Kepler-138 c,Kepler-138,4,Transit,2014.0,Space,Kepler,13.7815,0.0913,1.51,0.13471341,2.3,0.00723661,0.017,3841.0,0.535,0.535,66.8624,12.4715,290.3814122,43.2930645
Kepler-138 d,Kepler-138,4,Transit,2014.0,Space,Kepler,23.0923,0.1288,1.51,0.13471341,2.1,0.00660734,0.01,3841.0,0.535,0.535,66.8624,12.4715,290.3814122,43.2930645
Kepler-138 e,Kepler-138,4,Transit Timing Variations,2022.0,Multiple Locales,Multiple Observatories,38.23,0.1803,0.797,0.0711,0.43,0.00135293,0.112,3841.0,0.535,0.535,66.8624,12.4715,290.3814122,43.2930645
Kepler-1380 b,Kepler-1380,1,Transit,2016.0,Space,Kepler,10.3108245,0.0917,1.43,0.12757605,2.63,0.00829,0.0,5570.0,0.96,0.94,2462.94,15.6136,288.1160421,42.4403832
Kepler-1381 b,Kepler-1381,1,Transit,2016.0,Space,Kepler,25.3842686,0.1728,2.25,0.20073156,5.69,0.0179,0.0,5747.0,0.96,0.94,1197.04,15.4776,287.5357911,48.727783
Kepler-1382 b,Kepler-1382,1,Transit,2016.0,Space,Kepler,16.3583055,0.14023,1.88,0.16772237,4.19,0.0132,0.0,6161.0,1.36,1.72,738.261,12.7575,295.3774182,39.0480365
Kepler-1383 b,Kepler-1383,1,Transit,2016.0,Space,Kepler,13.9093583,0.11397,1.41,0.12579177,2.57,0.00809,0.0,6370.0,1.26,1.44,1027.21,13.7077,297.9447714,42.1918449
Kepler-1384 b,Kepler-1384,1,Transit,2016.0,Space,Kepler,15.36262753,0.1126,1.94,0.17307521,4.42,0.0139,0.0,4919.0,0.78,0.74,618.0,15.446,296.2151275,39.5270248
Kepler-1385 b,Kepler-1385,1,Transit,2016.0,Space,Kepler,2.88879862,0.04262,0.85,0.07583192,0.543,0.00171,0.0,5732.0,1.15,1.29,688.795,12.8443,282.6313559,46.481022
Kepler-1386 b,Kepler-1386,1,Transit,2016.0,Space,Kepler,6.73972381,0.068,1.24,0.11062539,2.07,0.00651,0.0,5733.0,1.02,1.03,835.882,14.4168,280.8233646,42.6360518
Kepler-1387 b,Kepler-1387,1,Transit,2016.0,Space,Kepler,2.279526656,0.031,0.93,0.08296904,0.749,0.00236,0.0,5046.0,0.82,0.77,455.358,14.5804,292.4403029,43.2093456
Kepler-1388 b,Kepler-1388,4,Transit,2016.0,Space,Kepler,12.2854603,0.0882,2.59,0.23106432,7.22,0.0227,0.0,4098.0,0.63,0.61,453.795,16.2941,283.3360156,47.1744499
Kepler-1388 c,Kepler-1388,4,Transit,2016.0,Space,Kepler,5.53608151,0.0519,2.26,0.2016237,5.73,0.018,0.0,4098.0,0.63,0.61,453.795,16.2941,283.3360156,47.1744499
Kepler-1388 d,Kepler-1388,4,Transit,2016.0,Space,Kepler,20.9568158,0.126,2.86,0.25515211,8.55,0.0269,0.0,4098.0,0.63,0.61,453.795,16.2941,283.3360156,47.1744499
Kepler-1388 e,Kepler-1388,4,Transit,2016.0,Space,Kepler,37.6327084,0.1861,2.46,0.2194665,6.62,0.0208,0.0,4098.0,0.63,0.61,453.795,16.2941,283.3360156,47.1744499
Kepler-1389 b,Kepler-1389,1,Transit,2016.0,Space,Kepler,99.2530951,0.38249,1.77,0.15790882,3.78,0.0119,0.0,5078.0,0.81,0.74,497.093,14.6836,285.7174414,44.7583487
Kepler-139 b,Kepler-139,5,Transit,2014.0,Space,Kepler,15.771044,0.127,2.94,0.262,7.0,0.02202446,0.0,5594.0,1.078,1.3,391.038,12.677,282.3919451,43.8894167
Kepler-139 c,Kepler-139,5,Transit,2014.0,Space,Kepler,157.072878,0.586,3.38,0.302,13.0,0.04090257,0.0,5594.0,1.078,1.3,391.038,12.677,282.3919451,43.8894167
Kepler-139 d,Kepler-139,5,Transit,2023.0,Space,Kepler,7.305699922,0.0755533961,1.695,0.15121803,2.0,0.0062927,0.0,5622.0,1.078,1.045,391.038,12.677,282.3919451,43.8894167
Kepler-139 e,Kepler-139,5,Radial velocity,2023.0,Ground,W. M. Keck Observatory,2047.635373,3.23579639,13.7,1.22,378.0,1.189321,0.013121,5622.0,1.078,1.045,391.038,12.677,282.3919451,43.8894167
Kepler-139 f,Kepler-139,5,Transit Timing Variations,2025.0,Ground,Multiple Observatories,355.0,,6.67,0.595,36.0,0.11326867,,5630.0,1.078,1.045,391.038,12.677,282.3919451,43.8894167
Kepler-1390 b,Kepler-1390,1,Transit,2016.0,Space,Kepler,6.48021673,0.0662,1.18,0.10527255,1.76,0.00553,0.0,5753.0,0.98,0.98,723.431,14.4022,298.6624419,48.2488659
Kepler-1391 b,Kepler-1391,1,Transit,2016.0,Space,Kepler,54.4092333,0.30045,1.68,0.14987956,3.46,0.0109,0.0,5840.0,1.03,1.1,1038.35,13.8283,294.8309749,46.6595768
Kepler-1392 b,Kepler-1392,1,Transit,2016.0,Space,Kepler,15.1410397,0.1189,1.96,0.17485949,4.5,0.0142,0.0,5479.0,0.88,0.85,1117.0,15.6665,288.7669819,46.3944497
Kepler-1393 b,Kepler-1393,1,Transit,2016.0,Space,Kepler,2.44357812,0.0337,0.8,0.07137122,0.437,0.00137,0.0,5697.0,0.95,0.92,544.456,13.3324,284.4594558,40.1424756
Kepler-1394 b,Kepler-1394,1,Transit,2016.0,Space,Kepler,3.93766373,0.05474,1.39,0.12400749,2.51,0.0079,0.0,6481.0,1.64,2.55,640.409,11.7144,283.4532068,45.0840729
Kepler-1395 b,Kepler-1395,1,Transit,2016.0,Space,Kepler,3.78470649,0.04974,0.8,0.07137122,0.437,0.00137,0.0,6138.0,1.17,1.23,492.894,12.536,292.3374945,47.6641732
Kepler-1396 b,Kepler-1396,1,Transit,2016.0,Space,Kepler,18.2206421,0.1406,2.07,0.18467303,4.94,0.0155,0.0,6195.0,1.18,1.27,1066.46,14.5271,294.3363936,44.9182296
Kepler-1397 b,Kepler-1397,1,Transit,2016.0,Space,Kepler,47.449955,0.25861,1.72,0.15344812,3.61,0.0113,0.0,6026.0,1.09,1.12,1198.25,14.0909,299.6758812,47.0758234
Kepler-1398 b,Kepler-1398,2,Transit,2016.0,Space,Kepler,2.78815679,0.03909,0.9,0.08029262,0.666,0.0021,0.0,6126.0,1.13,1.18,852.204,13.6605,294.8661073,48.6389923
Kepler-1398 c,Kepler-1398,2,Transit,2016.0,Space,Kepler,4.13827595,0.05087,1.03,0.09189045,1.08,0.0034,0.0,6126.0,1.13,1.18,852.204,13.6605,294.8661073,48.6389923
Kepler-1399 b,Kepler-1399,1,Transit,2016.0,Space,Kepler,1.638653058,0.0276,1.25,0.11151753,2.1,0.0066,0.0,5735.0,0.97,0.96,1385.7,15.5074,293.3116962,46.0416516
Kepler-14 b,Kepler-14,1,Transit,2011.0,Space,Kepler,6.790123,0.0771,12.733,1.136,2669.66,8.4,0.035,6395.0,1.512,2.048,798.0,,287.708814,47.33305
Kepler-140 b,Kepler-140,2,Transit,2014.0,Space,Kepler,3.25427,0.045,1.61,0.144,3.22,0.0101,0.0,6077.0,1.044,1.288,583.859,12.9412,287.3694056,46.7681473
Kepler-140 c,Kepler-140,2,Transit,2014.0,Space,Kepler,91.353282,0.414,1.8,0.161,3.89,0.0123,0.0,6077.0,1.044,1.288,583.859,12.9412,287.3694056,46.7681473
Kepler-1400 b,Kepler-1400,1,Transit,2016.0,Space,Kepler,9.06689421,0.0771,1.62,0.14452672,3.26,0.0102,0.0,5044.0,0.83,0.78,752.237,15.7129,286.2716827,45.4408055
Kepler-1401 b,Kepler-1401,1,Transit,2016.0,Space,Kepler,11.20066445,0.0975,1.68,0.14987956,3.46,0.0109,0.0,5964.0,1.07,1.1,1425.43,14.9721,287.4660334,40.75842
Kepler-1402 b,Kepler-1402,1,Transit,2016.0,Space,Kepler,2.03387914,0.0322,0.76,0.06780266,0.363,0.00114,0.0,5416.0,0.9,0.87,1493.64,14.6083,291.8478341,48.9681664
Kepler-1403 b,Kepler-1403,1,Transit,2016.0,Space,Kepler,5.19492202,0.064,2.14,0.19091801,5.22,0.0164,0.0,6060.0,1.11,1.15,2163.9,15.5907,290.8676391,38.9600779
Kepler-1404 b,Kepler-1404,1,Transit,2016.0,Space,Kepler,15.9314739,0.1143,2.01,0.17932019,4.7,0.0148,0.0,5261.0,0.84,0.8,962.183,15.7029,296.0094827,50.4983929
Kepler-1405 b,Kepler-1405,1,Transit,2016.0,Space,Kepler,28.2274184,0.1778,3.96,0.35328754,14.9,0.0467,0.0,5925.0,1.05,1.07,1530.3,15.8175,295.6848822,39.2561274
Kepler-1406 b,Kepler-1406,1,Transit,2016.0,Space,Kepler,11.62905828,0.0987,1.1,0.09813543,1.37,0.0043,0.0,5892.0,1.05,1.12,572.403,13.3819,292.0818824,38.9149472
Kepler-1407 b,Kepler-1407,1,Transit,2016.0,Space,Kepler,20.0711504,0.1502,2.25,0.20073156,5.69,0.0179,0.0,6010.0,1.1,1.15,1396.41,14.8925,283.9424274,41.4715535
Kepler-1408 b,Kepler-1408,1,Transit,2016.0,Space,Kepler,2.99793191,0.04218,0.89,0.07940048,0.64,0.00201,0.0,6170.0,1.21,1.35,535.048,11.9622,282.6998783,45.4257884
Kepler-1409 b,Kepler-1409,1,Transit,2016.0,Space,Kepler,0.764864926,0.01553,1.04,0.09278259,1.12,0.00352,0.0,5160.0,0.83,0.79,694.89,15.172,290.0847389,51.2086144
Kepler-141 b,Kepler-141,2,Transit,2014.0,Space,Kepler,3.107675,0.039,0.69,0.062,0.257,0.000809,0.0,4910.0,0.878,0.787,301.183,13.4205,297.9707271,47.7316041
Kepler-141 c,Kepler-141,2,Transit,2014.0,Space,Kepler,7.010606,0.067,1.41,0.126,2.57,0.00809,0.0,4910.0,0.878,0.787,301.183,13.4205,297.9707271,47.7316041
Kepler-1410 b,Kepler-1410,1,Transit,2016.0,Space,Kepler,60.866168,0.2543,1.78,0.15880096,3.82,0.012,0.0,4092.0,0.63,0.6,367.0,15.9484,290.5102933,38.743501
Kepler-1411 b,Kepler-1411,1,Transit,2016.0,Space,Kepler,86.1150888,0.4001,2.82,0.25158355,8.35,0.0263,0.0,5664.0,0.95,0.92,1660.48,15.7709,286.3615236,42.9638889
Kepler-1412 b,Kepler-1412,1,Transit,2016.0,Space,Kepler,3.6146051,0.04608,0.83,0.07404764,0.498,0.00157,0.0,5880.0,1.06,1.27,755.678,13.1928,292.1801539,49.202481
Kepler-1413 b,Kepler-1413,1,Transit,2016.0,Space,Kepler,13.1829642,0.1066,1.82,0.16236952,3.97,0.0125,0.0,5196.0,0.84,0.8,1167.49,16.2846,294.3416065,46.4987624
Kepler-1414 b,Kepler-1414,1,Transit,2016.0,Space,Kepler,3.51576315,0.0426,1.23,0.10973325,2.04,0.00642,0.0,4951.0,0.8,0.75,570.835,14.8607,284.9285796,42.4223085
Kepler-1415 b,Kepler-1415,1,Transit,2016.0,Space,Kepler,0.63642408,0.01416,1.29,0.11508609,2.21,0.00696,0.0,5267.0,0.89,0.84,1043.56,15.7209,285.1568015,47.8732512
Kepler-1416 b,Kepler-1416,1,Transit,2016.0,Space,Kepler,1.49514952,0.0257,0.88,0.07850834,0.615,0.00193,0.0,6019.0,1.09,1.15,949.59,14.226,298.6634624,43.8940593
Kepler-1417 b,Kepler-1417,1,Transit,2016.0,Space,Kepler,20.3505213,0.14062,1.0,0.08921402,0.972,0.00306,0.0,5839.0,1.02,1.02,991.845,13.8576,290.9498966,40.605197
Kepler-1418 b,Kepler-1418,1,Transit,2016.0,Space,Kepler,22.4764425,0.131,1.66,0.14809528,3.39,0.0107,0.0,4770.0,0.77,0.72,499.0,15.2813,282.9975322,41.67859
Kepler-1419 b,Kepler-1419,1,Transit,2016.0,Space,Kepler,42.5215895,0.2391,2.86,0.25515211,8.55,0.0269,0.0,5796.0,1.01,1.01,1498.58,15.7181,292.2545917,37.971376
Kepler-142 b,Kepler-142,3,Transit,2014.0,Space,Kepler,2.024152,0.032,1.99,0.178,4.62,0.0145,0.0,5790.0,0.978,1.269,548.686,13.197,295.1190067,48.4813635
Kepler-142 c,Kepler-142,3,Transit,2014.0,Space,Kepler,4.761702,0.057,2.86,0.255,8.55,0.0269,0.0,5790.0,0.978,1.269,548.686,13.197,295.1190067,48.4813635
Kepler-142 d,Kepler-142,3,Transit,2014.0,Space,Kepler,41.809118,0.242,2.16,0.193,5.31,0.0167,0.0,5790.0,0.978,1.269,548.686,13.197,295.1190067,48.4813635
Kepler-1420 b,Kepler-1420,1,Transit,2016.0,Space,Kepler,6.69960006,0.0671,1.28,0.11419395,2.18,0.00687,0.0,5187.0,0.82,0.79,1054.37,15.8488,296.2038586,42.7778165
Kepler-1421 b,Kepler-1421,1,Transit,2016.0,Space,Kepler,6.9131112,0.07576,0.93,0.08296904,0.749,0.00236,0.0,6335.0,1.25,1.42,783.401,12.7261,286.5806115,48.5442312
Kepler-1422 b,Kepler-1422,1,Transit,2016.0,Space,Kepler,18.6051942,0.1499,2.02,0.18021233,4.74,0.0149,0.0,6194.0,1.15,1.23,2465.84,15.6194,293.8902214,48.3360926
Kepler-1423 b,Kepler-1423,1,Transit,2016.0,Space,Kepler,23.955378,0.1586,1.06,0.09456687,1.2,0.00377,0.0,4939.0,0.79,0.75,449.0,14.5581,288.2437481,41.1100655
Kepler-1424 b,Kepler-1424,1,Transit,2016.0,Space,Kepler,29.6091744,0.19068,1.16,0.10348827,1.65,0.00521,0.0,5838.0,1.02,1.07,661.421,13.5925,290.9916648,40.2293347
Kepler-1425 b,Kepler-1425,1,Transit,2016.0,Space,Kepler,14.4541302,0.11435,0.94,0.08386118,0.779,0.00245,0.0,5718.0,0.97,0.95,863.873,13.5629,294.9510368,43.0124348
Kepler-1426 b,Kepler-1426,1,Transit,2016.0,Space,Kepler,14.2563227,0.1187,1.56,0.13917388,3.05,0.00961,0.0,5831.0,1.02,1.02,1697.81,15.1663,292.5457096,49.4168981
Kepler-1427 b,Kepler-1427,1,Transit,2016.0,Space,Kepler,0.968972376,0.0197,1.1,0.09813543,1.37,0.0043,0.0,5793.0,1.01,1.01,1220.0,15.4816,295.3496546,45.1145372
Kepler-1428 b,Kepler-1428,1,Transit,2016.0,Space,Kepler,10.67607169,0.11051,1.64,0.146311,3.33,0.0105,0.0,6184.0,1.28,1.36,1530.32,13.5234,297.6422563,49.594958
Kepler-1429 b,Kepler-1429,1,Transit,2016.0,Space,Kepler,4.48487493,0.055,1.29,0.11508609,2.21,0.00696,0.0,5902.0,1.05,1.07,1214.09,14.8316,285.3662532,49.0448172
Kepler-143 b,Kepler-143,2,Transit,2014.0,Space,Kepler,16.007583,0.127,2.41,0.215,6.39,0.0201,0.0,5848.0,0.982,1.359,809.467,13.7057,298.0676519,49.412541
Kepler-143 c,Kepler-143,2,Transit,2014.0,Space,Kepler,27.082511,0.181,3.37,0.301,11.3,0.0355,0.0,5848.0,0.982,1.359,809.467,13.7057,298.0676519,49.412541
Kepler-1430 b,Kepler-1430,1,Transit,2016.0,Space,Kepler,2.46050993,0.0304,1.18,0.10527255,1.76,0.00553,0.0,4796.0,0.77,0.72,875.523,15.2824,289.6975391,43.3719581
Kepler-1431 b,Kepler-1431,1,Transit,2016.0,Space,Kepler,5.86601526,0.0648,1.47,0.13114462,2.76,0.00869,0.0,5806.0,1.03,1.03,1623.24,15.2711,292.6583919,49.8651522
Kepler-1432 b,Kepler-1432,1,Transit,2016.0,Space,Kepler,23.9109011,0.1696,2.22,0.19805513,5.56,0.0175,0.0,6031.0,1.09,1.13,2171.87,15.3702,295.5241011,49.8295211
Kepler-1433 b,Kepler-1433,1,Transit,2016.0,Space,Kepler,4.13592271,0.0516,1.56,0.13917388,3.05,0.00961,0.0,6097.0,1.14,1.19,1328.0,,287.3634559,49.4568649
Kepler-1434 b,Kepler-1434,1,Transit,2016.0,Space,Kepler,8.05333618,0.0917,1.11,0.09902757,1.41,0.00444,0.0,6291.0,1.47,2.04,775.529,12.0421,295.5384415,51.2030002
Kepler-1435 b,Kepler-1435,1,Transit,2016.0,Space,Kepler,4.45343281,0.05456,0.86,0.07672406,0.566,0.00178,0.0,6356.0,1.21,1.32,704.211,12.8692,291.1732806,44.9210836
Kepler-1436 b,Kepler-1436,1,Transit,2016.0,Space,Kepler,9.705716,0.0907,1.31,0.11687037,2.27,0.00714,0.0,5972.0,1.06,1.09,2530.62,14.9099,297.711553,46.7679816
Kepler-1437 b,Kepler-1437,1,Transit,2016.0,Space,Kepler,10.9295461,0.0951,1.37,0.12222321,2.45,0.00771,0.0,5557.0,0.93,0.9,2101.69,15.6607,291.8649164,49.325869
Kepler-1438 b,Kepler-1438,1,Transit,2016.0,Space,Kepler,2.31942009,0.0346,0.94,0.08386118,0.779,0.00245,0.0,5530.0,0.97,0.96,1154.13,14.861,289.289819,40.6816262
Kepler-1439 b,Kepler-1439,1,Transit,2016.0,Space,Kepler,8.07392849,0.0594,1.46,0.13025248,2.73,0.00859,0.0,3578.0,0.46,0.43,225.393,16.0979,285.7396971,40.9798688
Kepler-144 b,Kepler-144,2,Transit,2014.0,Space,Kepler,5.885273,0.066,1.33,0.119,2.33,0.00733,0.0,6075.0,1.154,1.235,384.917,11.9438,281.9156128,42.7755535
Kepler-144 c,Kepler-144,2,Transit,2014.0,Space,Kepler,10.104665,0.094,1.35,0.12,2.39,0.00752,0.0,6075.0,1.154,1.235,384.917,11.9438,281.9156128,42.7755535
Kepler-1440 b,Kepler-1440,1,Transit,2016.0,Space,Kepler,39.859484,0.23431,1.26,0.11240967,2.13,0.00669,0.0,5698.0,0.98,0.96,1115.35,14.1018,285.3469737,48.3122283
Kepler-1441 b,Kepler-1441,1,Transit,2016.0,Space,Kepler,39.4419839,0.2346,1.31,0.11687037,2.27,0.00714,0.0,5802.0,1.0,1.0,1110.48,14.2567,293.7191177,43.1245756
Kepler-1442 b,Kepler-1442,1,Transit,2016.0,Space,Kepler,81.4162941,0.40814,3.93,0.35061112,14.7,0.0461,0.0,6394.0,1.34,1.44,608.68,12.0303,291.2556226,48.8469171
Kepler-1443 b,Kepler-1443,1,Transit,2016.0,Space,Kepler,2.41811321,0.03783,0.97,0.0865376,0.871,0.00274,0.0,6289.0,1.19,1.27,593.646,12.212,283.4357392,47.0667983
Kepler-1444 b,Kepler-1444,1,Transit,2016.0,Space,Kepler,33.42035034,0.20906,2.18,0.19448657,5.39,0.017,0.0,5810.0,1.03,1.05,319.675,12.2578,285.3306799,42.0405016
Kepler-1445 b,Kepler-1445,1,Transit,2016.0,Space,Kepler,10.60052251,0.09587,0.96,0.08564546,0.84,0.00264,0.0,6150.0,1.13,1.26,506.357,12.4184,280.2495197,43.9150665
Kepler-1446 b,Kepler-1446,1,Transit,2016.0,Space,Kepler,0.689967832,0.01405,0.82,0.0731555,0.477,0.0015,0.0,4865.0,0.81,0.75,152.075,12.4086,289.4240357,46.7260823
Kepler-1447 b,Kepler-1447,1,Transit,2016.0,Space,Kepler,56.6747285,0.2836,2.9,0.25872067,8.75,0.0275,0.0,5722.0,0.97,0.95,890.296,14.6643,289.6434285,50.727016
Kepler-1448 b,Kepler-1448,1,Transit,2016.0,Space,Kepler,12.27065865,0.1058,1.61,0.14363458,3.22,0.0101,0.0,5774.0,0.95,0.93,768.903,14.3796,287.8674123,50.5955846
Kepler-1449 b,Kepler-1449,1,Transit,2016.0,Space,Kepler,13.2274528,0.1176,1.68,0.14987956,3.46,0.0109,0.0,5979.0,1.08,1.1,2006.48,15.0306,288.2317293,50.5678345
Kepler-145 b,Kepler-145,2,Transit,2013.0,Space,Kepler,22.951,0.17308,2.65,0.236,37.1,0.117,0.43,6022.0,1.32,1.85,566.85,11.8746,291.3877397,44.5290465
Kepler-145 c,Kepler-145,2,Transit,2013.0,Space,Kepler,42.882,0.26244,4.32,0.385,79.4,0.25,0.11,6022.0,1.32,1.85,566.85,11.8746,291.3877397,44.5290465
Kepler-1450 b,Kepler-1450,1,Transit,2016.0,Space,Kepler,54.5094166,0.2401,1.71,0.15255598,3.57,0.0112,0.0,4524.0,0.71,0.68,505.829,15.4892,294.5536825,45.0813011
Kepler-1451 b,Kepler-1451,1,Transit,2016.0,Space,Kepler,35.622233,0.2101,3.35,0.29886698,11.2,0.0352,0.0,5782.0,1.0,0.99,1058.72,15.2999,293.4464227,40.4098813
Kepler-1452 b,Kepler-1452,1,Transit,2016.0,Space,Kepler,42.913751,0.25764,2.7,0.24087787,7.75,0.0244,0.0,6101.0,1.41,2.06,996.32,13.0714,292.422792,38.2662824
Kepler-1453 b,Kepler-1453,1,Transit,2016.0,Space,Kepler,47.1611696,0.262,2.67,0.23820145,7.61,0.0239,0.0,5665.0,0.97,0.94,1196.04,15.5278,286.1255037,47.9475586
